,tweet_source,tweet_text,tweet_date,tweet_vader_score,tweet_pos_score,tweet_neu_score,tweet_neg_score
136,CNN,1 number that proves the shutdown was a GOP disaster | Analysis by @CillizzaCNN https://t.co/rhHtNCI4GW https://t.co/SADf74W2Xx,Thu Jan 31 02:58:05 +0000 2019,-0.5859,0.079,0.671,0.25
137,CNN,The Trump administration is facing two big deadlines Friday in response to a Health and Human Services inspector ge… https://t.co/MDDUm0iwcw,Thu Jan 31 02:48:05 +0000 2019,0.0,0.0,1.0,0.0
138,CNN,FBI and Air Force investigators modified computer servers to collect information about a network of devices infecte… https://t.co/SQmslD7Qgr,Thu Jan 31 02:39:44 +0000 2019,0.0,0.0,1.0,0.0
139,CNN,"RT @AC360: Tonight, on the #TheRidiculist, @andersoncooper stands by President Trump: ""What the hell is going on with Global Waming?"" https…",Thu Jan 31 02:39:39 +0000 2019,-0.6808,0.0,0.813,0.187
140,BBC News (World),Sarah Sanders says 'God wanted Trump to be president' https://t.co/9MYrKKOMiJ,Thu Jan 31 02:27:48 +0000 2019,0.2732,0.189,0.811,0.0
141,BBC News (World),Sports betting: are Ugandans hooked on it? https://t.co/Mkqn33wFuZ,Thu Jan 31 01:39:27 +0000 2019,0.0,0.0,1.0,0.0
142,BBC News (World),Letter from Africa: The fashion faux pas of bullet-proof vests https://t.co/RIztBhizDL,Thu Jan 31 00:39:00 +0000 2019,0.0,0.0,1.0,0.0
143,BBC News (World),Mystery illness sees Canada half its Cuba embassy staff https://t.co/IveYFsQl1U,Thu Jan 31 00:22:38 +0000 2019,-0.4019,0.0,0.769,0.231
144,BBC News (World),The Indians sharing their villages with crocodiles https://t.co/IjPYKyVoB9,Thu Jan 31 00:10:54 +0000 2019,0.4215,0.286,0.714,0.0
145,BBC News (World),Nastya Rybka: Model who got caught up in the Trump-Russia row https://t.co/utmYhHpq8S,Thu Jan 31 00:08:47 +0000 2019,0.0,0.0,1.0,0.0
146,BBC News (World),Brexit: Why Dutch fear no deal will leave onions to rot https://t.co/mHFCjhBhfo,Thu Jan 31 00:01:52 +0000 2019,-0.6808,0.0,0.577,0.423
147,BBC News (World),TV producer fired calling NFL's Tom Brady a 'known cheater' https://t.co/dKlcv3CBVh,Wed Jan 30 23:04:29 +0000 2019,-0.7964,0.0,0.53,0.47
148,BBC News (World),RT @BBCNews: Facebook users continue to grow despite privacy scandals https://t.co/DI8uaaaYhk,Wed Jan 30 22:52:38 +0000 2019,0.3875,0.208,0.792,0.0
149,BBC News (World),Saudi Arabia ends major anti-corruption campaign https://t.co/G9npGOtaSL,Wed Jan 30 22:38:07 +0000 2019,0.0,0.0,1.0,0.0
150,BBC News (World),RT @BBCNewsAus: Hakeem Al-Araibi: Bahraini footballer's wife pleads for his release https://t.co/sA25yAR233,Wed Jan 30 22:20:42 +0000 2019,0.0,0.0,1.0,0.0
151,BBC News (World),What it's like to go to work in a #polarvortex? 🥶https://t.co/c7wZ7fvDTt,Wed Jan 30 22:20:04 +0000 2019,0.3612,0.217,0.783,0.0
152,BBC News (World),"When it's so cold you have to set the train tracks on fire just to get to work... 🥶🥶🥶 
[Tap to expand]… https://t.co/2GcWteSQ08",Wed Jan 30 22:19:38 +0000 2019,-0.34,0.0,0.902,0.098
153,BBC News (World),RT @BBCNorthAmerica: What it's like to go to work in a 'polar vortex'? https://t.co/FlrweGTjSg,Wed Jan 30 21:42:36 +0000 2019,0.3612,0.172,0.828,0.0
154,BBC News (World),RT @BBCNorthAmerica: How do you compost a human body - and why would you? https://t.co/rs7eh6Ecfy,Wed Jan 30 21:25:51 +0000 2019,0.0,0.0,1.0,0.0
155,BBC News (World),"""It's pretty brutal out there!"" ❄️❄️❄️ 

Look what happens when you throw hot water in the middle of a #PolarVortex… https://t.co/jIJ9MEVoKy",Wed Jan 30 20:26:22 +0000 2019,-0.2942,0.125,0.703,0.172
156,BBC News (World),Brussels Jewish Museum attack: Fake gun left for lawyer https://t.co/RFlLlheQOW,Wed Jan 30 19:56:44 +0000 2019,-0.8225,0.0,0.449,0.551
157,BBC News (World),"RT @BBCNorthAmerica: Are you in a romantic relationship with someone of a different race, ethnicity or culture? 
 
What do you love about i…",Wed Jan 30 19:15:58 +0000 2019,0.7845,0.266,0.734,0.0
158,BBC News (World),"RT @BBCNews: Dutch euthanasia rules are leading some dementia patients to ask to die earlier than they want.
Some want that to change 
#Lon…",Wed Jan 30 19:13:56 +0000 2019,-0.5106,0.095,0.764,0.142
159,BBC News (World),@BBCAfrica Find out more about the life and death of journalist Ahmed Hussein-Suale https://t.co/xMSCEgeMGS,Wed Jan 30 18:15:22 +0000 2019,-0.5994,0.0,0.769,0.231
160,CBS News,Jury awards Rand Paul more than $580K after attack by neighbor in Kentucky https://t.co/yU2K11BLif https://t.co/cqWlhznVDw,Thu Jan 31 04:03:05 +0000 2019,-0.0258,0.157,0.681,0.162
161,CBS News,The Beatles' historic final concert held on rooftop 50 years ago https://t.co/D5rgv3fm9y https://t.co/qP9ZFYow7V,Thu Jan 31 04:00:00 +0000 2019,0.0,0.0,1.0,0.0
162,CBS News,"ICE told hundreds of immigrants to show up to court Thursday — for many, those hearings are fake… https://t.co/3rzxcUjJLK",Thu Jan 31 03:39:38 +0000 2019,0.0,0.0,1.0,0.0
163,CBS News,REUNITED: This man found his biological mother and flew to Houston so they could finally meet for the first time. T… https://t.co/Xd9rh5go6x,Thu Jan 31 03:20:14 +0000 2019,0.0,0.0,1.0,0.0
164,CBS News,Texas inmate executed for fatal shooting of 24-year-old Houston police officer https://t.co/3Hhumi4tiY https://t.co/WBh4R482ar,Thu Jan 31 03:00:01 +0000 2019,-0.5423,0.0,0.774,0.226
165,CBS News,"Frankly, my dear, you should give a damn because ""Gone with the Wind"" is returning to select theaters for its 80th… https://t.co/ldFESyVBVm",Thu Jan 31 02:40:14 +0000 2019,-0.0258,0.107,0.782,0.111
166,CBS News,Vice President Mike Pence to rally support for Venezuela's opposition leader Juan Guaidó in Miami… https://t.co/RrxhTaxdwv,Thu Jan 31 02:24:20 +0000 2019,0.4019,0.153,0.847,0.0
167,CBS News,"Jordan Peele's ""Twilight Zone"" reboot announces premiere date https://t.co/mtkgKd3STi https://t.co/nD5DGgBFjZ",Thu Jan 31 02:00:01 +0000 2019,0.0,0.0,1.0,0.0
168,CBS News,"DIVINE ELECTION?: Sarah Huckabee Sanders says that God ""wanted Donald Trump to become president.""… https://t.co/V3aICJAyqS",Thu Jan 31 01:39:52 +0000 2019,0.7531,0.331,0.669,0.0
169,CBS News,President Trump once lauded Harley-Davidson as a symbol of American manufacturing. But his trade war is one reason… https://t.co/ZHR2NzQ3xS,Thu Jan 31 01:19:51 +0000 2019,-0.5994,0.0,0.813,0.187
170,CBS News,Democrats demand to know why Treasury Department lifted sanctions on companies with ties to a Russian oligarch… https://t.co/zp7HyI29uM,Thu Jan 31 00:59:38 +0000 2019,0.0772,0.098,0.82,0.082
171,CBS News,"Take a look inside Atlanta's dazzling Mercedes-Benz Stadium, the $2 billion home of this year's Super Bowl… https://t.co/Qog9vIQyDP",Thu Jan 31 00:40:00 +0000 2019,0.5994,0.196,0.804,0.0
172,CBS News,President Trump will deliver his State of the Union address on Tuesday — after it was delayed during the government… https://t.co/FoUCY0psGS,Thu Jan 31 00:20:04 +0000 2019,-0.2263,0.0,0.909,0.091
173,CBS News,Is Georgia the new Ohio? 2020 presidential candidates are getting involved early in Georgia politics… https://t.co/YNoPGOWOcd,Thu Jan 31 00:02:28 +0000 2019,0.0,0.0,1.0,0.0
174,CBS News,"GET BACK: 50 years ago, the Beatles got on a roof and played their final concert. @JimAxelrod talks to the director… https://t.co/MJJzSYTTjM",Thu Jan 31 00:01:57 +0000 2019,0.34,0.107,0.893,0.0
175,CBS News,Where's the green? Jobs in the cannabis industry are blazing https://t.co/AbsujW4YaK https://t.co/XmWChZvOyG,Thu Jan 31 00:00:02 +0000 2019,0.0,0.0,1.0,0.0
176,CBS News,"RT @CBSEveningNews: After screening hundreds of hours of footage, Chicago PD are focusing on 2 persons of interest captured in what authori…",Wed Jan 30 23:57:04 +0000 2019,0.4588,0.13,0.87,0.0
177,CBS News,Venezuelan President Nicolas Maduro warned President Trump that a U.S. military intervention in Venezuela would tur… https://t.co/5gYDd7FBaB,Wed Jan 30 23:48:32 +0000 2019,-0.2732,0.0,0.877,0.123
178,CBS News,"RT @CBSEveningNews: Ahead of Super Bowl LIII, NFL commissioner Roger Goodell spoke publicly for the first time about the controversial no-c…",Wed Jan 30 23:47:58 +0000 2019,0.4767,0.158,0.769,0.073
179,CBS News,"RT @CBSEveningNews: Pres. Trump said his intelligence chiefs should ""go back to school,"" after their congressional testimony contradicted m…",Wed Jan 30 23:43:01 +0000 2019,0.2023,0.138,0.759,0.103
180,The New York Times,RT @amychozick: Charlie Rose. Gerlado Rivera. Howard Stern. Al Franken. These are the men who told us what to think about the John and Lore…,Thu Jan 31 04:15:05 +0000 2019,0.0,0.0,1.0,0.0
181,The New York Times,An undocumented immigrant who worked at one of President Trump’s golf clubs for years will attend his State of the… https://t.co/fQUpQmxT25,Thu Jan 31 04:00:03 +0000 2019,0.0,0.0,1.0,0.0
182,The New York Times,"A jury in Kentucky awarded Senator Rand Paul more than $580,000 in damages in a lawsuit that he filed against a nei… https://t.co/6ygRvhH5uQ",Thu Jan 31 03:45:04 +0000 2019,-0.2732,0.11,0.694,0.196
183,The New York Times,RT @nytDeniseGrady: Beware of toothpicks. A young athlete became critically ill after he swallowed one without knowing it. from a sandwich.…,Thu Jan 31 03:30:02 +0000 2019,-0.4215,0.0,0.865,0.135
184,The New York Times,"What is causing such extreme weather across the United States? The polar vortex, a system of wind and cold air over… https://t.co/NGxZrTEWSD",Thu Jan 31 03:15:06 +0000 2019,0.4215,0.123,0.877,0.0
185,The New York Times,"A move by Apple to cut off Facebook’s access to apps and updates that it was working on internally was ""the cleares… https://t.co/rwRiKWqGuX",Thu Jan 31 03:00:08 +0000 2019,-0.2732,0.0,0.909,0.091
186,The New York Times,"RT @nytimesarts: After the ""Empire"" star Jussie Smollett reported an attack, there weren't many answers Wednesday from the investigation. T…",Thu Jan 31 02:45:06 +0000 2019,-0.4767,0.0,0.86,0.14
187,The New York Times,A Dutch church’s nonstop 96-day vigil finally came to an end after its organizers received confirmation that a fami… https://t.co/8Wd5q5sqie,Thu Jan 31 02:30:09 +0000 2019,0.0,0.0,1.0,0.0
188,The New York Times,"RT @nytopinion: .@jguaido: Maduro’s time is running out, but in order to manage his exit with the minimum of bloodshed, all of Venezuela mu…",Thu Jan 31 02:15:03 +0000 2019,0.0,0.0,1.0,0.0
189,The New York Times,Evening Briefing: Here's what you need to know at the end of the day https://t.co/2eDZDP909z,Thu Jan 31 02:00:05 +0000 2019,0.0,0.0,1.0,0.0
190,The New York Times,"In India, small merchants have pushed the government to rein in Amazon and Walmart. “I know my next-door shopkeeper… https://t.co/qaVGSSE3Lk",Thu Jan 31 01:45:07 +0000 2019,0.1779,0.082,0.918,0.0
191,The New York Times,"After a painful year of scandals centered on how Facebook handles people’s data, the social network said that it ha… https://t.co/7b59ZJRUFB",Thu Jan 31 01:30:13 +0000 2019,-0.7269,0.0,0.747,0.253
192,The New York Times,"RT @nytimesbooks: A podcast devoted to the Harry Potter books has a cult following, with their own merch, meet-ups and fan art. Meet @mallo…",Thu Jan 31 01:15:09 +0000 2019,0.6124,0.2,0.8,0.0
193,The New York Times,The largest infrastructure project ever is growing in the middle of nowhere. China aims to make a remote Kazakh tow… https://t.co/3Bp0SSGTCx,Thu Jan 31 01:00:11 +0000 2019,0.1779,0.082,0.918,0.0
194,The New York Times,"They moved in, and they didn't want to leave. This Siberian cave was occupied by a mysterious human lineage for mor… https://t.co/LyN3iXrhGJ",Thu Jan 31 00:45:09 +0000 2019,-0.0191,0.054,0.889,0.057
195,The New York Times,"In the 1990s, the woman then known as Lorena Bobbitt was the topic of tabloid headlines and comedy skits. Now, as a… https://t.co/FOx8xRNnY1",Thu Jan 31 00:31:06 +0000 2019,0.3612,0.102,0.898,0.0
196,The New York Times,"RT @jdavidgoodman: Amazon is making some promises for Queens, including hiring public housing residents and starting education programs.

W…",Thu Jan 31 00:15:05 +0000 2019,0.5106,0.202,0.798,0.0
197,The New York Times,"“I just dropped off the face of the earth for 45 days,” the figure skater Gracie Gold said. “It was liberating.” https://t.co/xaYaYGAmxL",Thu Jan 31 00:00:08 +0000 2019,0.0,0.0,1.0,0.0
198,The New York Times,Evening Briefing: Here's what you need to know at the end of the day https://t.co/zhRxFsWDmm,Wed Jan 30 23:45:05 +0000 2019,0.0,0.0,1.0,0.0
199,The New York Times,"For a documentary on the Beatles, the director Peter Jackson will use never-released footage of the band working on… https://t.co/U3UKY7mg0x",Wed Jan 30 23:30:11 +0000 2019,0.0,0.0,1.0,0.0
200,Fox News,"Las Vegas shooting survivors were inside Thousand Oaks bar, friends say https://t.co/nW9TLTON9n",Thu Nov 08 10:30:40 +0000 2018,0.4767,0.22,0.78,0.0
201,Fox News,"UPDATE: At least 11 wounded in shooting at California bar, gunman dead, police say https://t.co/awRowfbeRy",Thu Nov 08 10:24:08 +0000 2018,-0.6486,0.0,0.765,0.235
202,Fox News,Authorities confirm gunman is dead @FoxFriendsFirst https://t.co/PvITYr54AX https://t.co/a2EIH1EWmA,Thu Nov 08 10:16:43 +0000 2018,-0.6486,0.0,0.619,0.381
203,Fox News,Ventura County Sheriff’s Office Captain Garo Kuredjian: “I don’t know what the condition of any of the victims are… https://t.co/96mT27WHZv,Thu Nov 08 10:10:46 +0000 2018,-0.3182,0.0,0.892,0.108
204,Fox News,"At least 11 shot, including sheriff’s deputy — Jonathan Hunt has the latest from the scene of the California shooti… https://t.co/sLzLyMsrn5",Thu Nov 08 10:03:44 +0000 2018,0.0,0.0,1.0,0.0
205,Fox News,Witnesses describe chaotic scene during Thousand Oaks shooting https://t.co/qE8RqKGjz3,Thu Nov 08 09:54:50 +0000 2018,-0.4939,0.0,0.714,0.286
206,Fox News,UPDATE: At least 11 people hurt in California shooting @FoxFriendsFirst https://t.co/PvITYr54AX https://t.co/RGWIkaxF4f,Thu Nov 08 09:46:19 +0000 2018,-0.5267,0.0,0.764,0.236
207,Fox News,"Daniel Hoffman on California shooting: “This still an active shooter scene, and the focus is on dealing with that a… https://t.co/PiwHhe5HuX",Thu Nov 08 09:40:57 +0000 2018,0.4019,0.119,0.881,0.0
208,Fox News,"Former Las Vegas Metro Police Lt. Randy Sutton: “Those who respond to this show incredible bravery, because they ar… https://t.co/idcJJuVRMP",Thu Nov 08 09:31:36 +0000 2018,0.4939,0.144,0.856,0.0
209,Fox News,"Authorities deliver a briefing on a shooting in Thousand Oaks, California. (Courtesy: KCBS) https://t.co/5VGZz3rDIL",Thu Nov 08 09:25:02 +0000 2018,0.0,0.0,1.0,0.0
210,Fox News,"Mass shooting at California bar, @HeatherChilders &amp; @JackieibanezFNC have the latest @FoxFriendsFirst… https://t.co/8c8H5LUFCu",Thu Nov 08 09:18:00 +0000 2018,0.0,0.0,1.0,0.0
211,Fox News,Tesla names Robyn Denholm as Chairman to replace Elon Musk (via @FoxBusiness) https://t.co/SKjBXxUdOD,Thu Nov 08 09:10:00 +0000 2018,0.0,0.0,1.0,0.0
212,Fox News,@marcthiessen: “The president today made very clear that he wants to cut deals with the Democrats. And quite frankl… https://t.co/3eA2dn4vQh,Thu Nov 08 09:01:00 +0000 2018,0.2006,0.126,0.783,0.091
213,Fox News,".@TuckerCarlson: ""While everyone else obsessed over dossiers and FISA warrants, Sessions worried about the mission… https://t.co/LSvnOqZMsq",Thu Nov 08 09:00:00 +0000 2018,-0.4404,0.0,0.782,0.218
214,Fox News,"Wife's dying wish was for him to clean up bloody crime scene, suspect claims: reports https://t.co/7Wxd39jDEB",Thu Nov 08 08:51:00 +0000 2018,-0.4939,0.216,0.44,0.344
215,Fox News,DEVELOPING: Massive police response after reports of shooting at California nightclub https://t.co/awRowfsPJ6,Thu Nov 08 08:41:00 +0000 2018,0.0,0.0,1.0,0.0
216,Fox News,".@senatemajldr Mitch McConnell said Wednesday that Democrats and Republicans will have to address health care ""on a… https://t.co/XxmktKMZ7F",Thu Nov 08 08:31:00 +0000 2018,0.4939,0.158,0.842,0.0
217,Fox News,"Joseph diGenova on who could replace AG Sessions: ""@ChrisChristie would have the full confidence of @POTUS, which i… https://t.co/lt485btkXG",Thu Nov 08 08:21:00 +0000 2018,0.5106,0.155,0.845,0.0
218,Fox News,Dem @GavinNewsom's wild victory party in LA features controversial rapper @common https://t.co/V9SSpxOUH7,Thu Nov 08 08:06:00 +0000 2018,0.2263,0.186,0.69,0.124
219,Fox News,".@jasoninthehouse: “Attorney General @jeffsessions is a patriot. He was a good Republican, and I applaud him for hi… https://t.co/MRia8l8dOM",Thu Nov 08 08:01:00 +0000 2018,0.7096,0.296,0.704,0.0
220,CNN,"RT @OutFrontCNN: It's so cold in certain cities that fire is being used to warm train tracks, while hot water freezes almost instantly upon…",Thu Jan 31 02:39:27 +0000 2019,0.1935,0.154,0.72,0.126
221,CNN,"This cave sheltered some of the first known humans 300,000 years ago https://t.co/kGVHoN9WV2 https://t.co/OWsu5uxtHb",Thu Jan 31 02:31:07 +0000 2019,0.0,0.0,1.0,0.0
222,CNN,"President Trump said he was ""very disappointed"" to see the FBI's arrest of his longtime associate Roger Stone ""go d… https://t.co/gDMZvdy5sJ",Thu Jan 31 02:18:46 +0000 2019,-0.6997,0.0,0.766,0.234
223,CNN,RT @CuomoPrimeTime: Former NJ @GovChristie tells @ChrisCuomo Americans are not getting the best they could... or should get out of the Whit…,Thu Jan 31 02:13:47 +0000 2019,-0.5216,0.0,0.862,0.138
224,CNN,RT @AC360: Former Starbucks Chairman/CEO @HowardSchultz says he doesn't see anything that President Trump has done that he supports except…,Thu Jan 31 02:13:39 +0000 2019,0.3612,0.116,0.884,0.0
225,CNN,Purdue Pharma filed a motion to stay a Massachusetts judge's order that could expose details about one of America's… https://t.co/nguqXkAhqF,Thu Jan 31 02:08:24 +0000 2019,-0.1531,0.0,0.914,0.086
226,CNN,An undocumented worker fired from President Trump's New Jersey golf club will be in attendance at Trump's State of… https://t.co/E7Y1IIXJWr,Thu Jan 31 01:57:57 +0000 2019,-0.5574,0.0,0.841,0.159
227,CNN,"Fancy Bear, a hacking group linked to Russian military intelligence, targeted a Washington think tank, CNN has lear… https://t.co/B1vi1mZPdc",Thu Jan 31 01:48:16 +0000 2019,0.4767,0.162,0.838,0.0
228,CNN,"RT @AC360: ""I have come to the conclusion that the American people are disgusted and exhausted with the partisanship and the politics that…",Thu Jan 31 01:47:25 +0000 2019,-0.7096,0.0,0.781,0.219
229,CNN,"RT @AC360: Frmr. Starbucks Chairman/CEO and possible independent presidential candidate @HowardSchultz says a ""false narrative"" has been cr…",Thu Jan 31 01:47:22 +0000 2019,0.0,0.0,1.0,0.0
230,CNN,Heading to Atlanta for the Super Bowl? Here are some of the most photo-worthy spots around the city.… https://t.co/LoowvUrJDf,Thu Jan 31 01:46:00 +0000 2019,0.5994,0.178,0.822,0.0
231,CNN,"Chicago police have photos of people they'd like to talk to in the case involving ""Empire"" actor Jussie Smollett… https://t.co/iBzdWYqv7f",Thu Jan 31 01:40:40 +0000 2019,0.3612,0.116,0.884,0.0
232,CNN,"RT @AC360: ""I wish he wouldn't do that,"" Republican @RepKinzinger says of Pres. Trump's reluctance to believe what his intelligence chiefs…",Thu Jan 31 01:37:12 +0000 2019,0.5267,0.221,0.687,0.092
233,CNN,"RT @OutFrontCNN: ""You got more votes than Donald Trump's margin of victory. I don't care whether you were for the Pink, Blue, and Purple Pa…",Thu Jan 31 01:37:05 +0000 2019,-0.3875,0.0,0.897,0.103
234,CNN,"It's so cold in parts of the Midwest, they can't deliver beer https://t.co/ijYn10tUJe https://t.co/sFPSMTcICG",Thu Jan 31 01:31:07 +0000 2019,0.0,0.0,1.0,0.0
235,CNN,RT @AC360: Democratic Sen. @ChrisCoons calls reports that Russians are waging a disinformation campaign against the Mueller probe with docu…,Thu Jan 31 01:25:35 +0000 2019,0.0,0.0,1.0,0.0
236,CNN,"RT @OutFrontCNN: ""It's the same argument the Russians are making. They're trying to undermine Robert Mueller and so is President Trump. It…",Thu Jan 31 01:25:28 +0000 2019,-0.5719,0.0,0.81,0.19
237,CNN,"Trump cheers as the Dow breaks 25,000 for the third time of his presidency https://t.co/t5651e6yZR https://t.co/Z8QCX3QTVE",Thu Jan 31 01:22:50 +0000 2019,0.4767,0.171,0.829,0.0
238,CNN,It was so cold in northern Wisconsin that boiling water instantly evaporated and formed a cloud of ice crystals… https://t.co/nbR1uXqMY3,Thu Jan 31 01:16:00 +0000 2019,0.0,0.0,1.0,0.0
239,CNN,"When President Trump reopened the government temporarily without any funding for his wall, the move hurt his image… https://t.co/TQtpQ8I8dX",Thu Jan 31 01:12:35 +0000 2019,-0.5267,0.0,0.841,0.159
240,BBC News (World),"RT @BBCAfrica: Ghanaian MP Kennedy Agyapong has defended circulating photos of undercover journalist Ahmed Hussein-Suale, who was found sho…",Wed Jan 30 18:11:38 +0000 2019,0.0,0.0,1.0,0.0
241,BBC News (World),"Gun attack in Bastia, Corsica leaves one dead and several wounded https://t.co/hn7gKrRlSm",Wed Jan 30 17:48:17 +0000 2019,-0.8689,0.0,0.479,0.521
242,BBC News (World),"RT @BBCPolitics: ""I hope it is not only eating biscuits and drinking tea""

European Parliament Brexit Coordinator @GuyVerhofstadt says UK P…",Wed Jan 30 17:35:33 +0000 2019,0.4404,0.127,0.873,0.0
243,BBC News (World),Guernsey minister: 'No point' complaining about Brexit https://t.co/RNJIEuO8xe,Wed Jan 30 17:31:07 +0000 2019,-0.4588,0.0,0.6,0.4
244,BBC News (World),Folk musician John Kaneen given Isle of Man's top cultural award https://t.co/KBLI0Fsz0n,Wed Jan 30 17:25:20 +0000 2019,0.6486,0.346,0.654,0.0
245,BBC News (World),Maduro and Guaidó: Who is supporting whom in Venezuela? https://t.co/muqkqIQSSu,Wed Jan 30 16:56:18 +0000 2019,0.4404,0.244,0.756,0.0
246,BBC News (World),"RT @BBCPolitics: ""History taught us that if you are alone, you're weaker than the unit""
 
Liverpool manager Jürgen Klopp on #Brexit and ""co…",Wed Jan 30 16:54:41 +0000 2019,-0.5994,0.0,0.811,0.189
247,BBC News (World),"Polar vortex: Ice quakes, burning railways and other quirky effects https://t.co/yV91NUOhDc",Wed Jan 30 16:46:36 +0000 2019,0.0,0.0,1.0,0.0
248,BBC News (World),Ivorian MP Alain Lobognan jailed for 'fake news' tweet https://t.co/v1LqwkqBYh,Wed Jan 30 15:08:49 +0000 2019,-0.743,0.0,0.559,0.441
249,BBC News (World),President Trump tells US spy chiefs: 'Go back to school' https://t.co/iXKYirFyrm,Wed Jan 30 15:03:11 +0000 2019,0.0,0.0,1.0,0.0
250,BBC News (World),Venezuela protests: Maduro rejects calls for fresh elections https://t.co/SNV0jjtw90,Wed Jan 30 14:50:12 +0000 2019,-0.4215,0.172,0.448,0.381
251,BBC News (World),"Seen from above: the Chicago River, much of it frozen over, as the #PolarVortex hits the US

[Tap to expand]… https://t.co/wSIHbI3gYc",Wed Jan 30 14:41:55 +0000 2019,0.0,0.0,1.0,0.0
252,BBC News (World),"RT @BBCWalesNews: Underwater search for missing footballer's plane to start 
https://t.co/emSaDcP0r3",Wed Jan 30 14:14:06 +0000 2019,-0.296,0.0,0.82,0.18
253,BBC News (World),Taoiseach Leo Varadkar leaked #Brexit conversation says Dominic Raab https://t.co/oJ6hg1aw8a,Wed Jan 30 13:40:05 +0000 2019,-0.3182,0.0,0.796,0.204
254,BBC News (World),#Brexit: EU waits in stony silence for UK's new plan https://t.co/KLTWgmk7Ki,Wed Jan 30 13:16:05 +0000 2019,0.0,0.0,1.0,0.0
255,BBC News (World),Bangkok: Toxic smog leads to city schools shut down https://t.co/8hZKeIWVb4,Wed Jan 30 13:13:05 +0000 2019,-0.296,0.0,0.804,0.196
256,BBC News (World),Russian lawmaker detained in parliament for 2010 murders https://t.co/FVK7PfilUB,Wed Jan 30 13:03:26 +0000 2019,-0.7717,0.0,0.511,0.489
257,BBC News (World),Polar vortex brings deadly cold snap to US states https://t.co/ud9fE8lPPR,Wed Jan 30 12:35:51 +0000 2019,0.0,0.0,1.0,0.0
258,BBC News (World),Nazi SS man investigated for incitement over Ascq massacre https://t.co/aSCx34PEJD,Wed Jan 30 12:35:49 +0000 2019,0.0,0.0,1.0,0.0
259,BBC News (World),Migrant crisis: UN says six die every day in Mediterranean crossings https://t.co/lMugZCOvpj,Wed Jan 30 12:01:41 +0000 2019,-0.8402,0.0,0.556,0.444
260,CBS News,"As much of the U.S. is freezing, Australia is dealing with one of its hottest summers on record, with heat so stron… https://t.co/uPRPWaklUo",Wed Jan 30 23:41:49 +0000 2019,-0.1027,0.0,0.94,0.06
261,CBS News,Chicago is one of several Midwest cities enduring record cold today as the region is slammed by a once-in-a-generat… https://t.co/yTIlNZ9ZNg,Wed Jan 30 23:35:31 +0000 2019,0.0,0.0,1.0,0.0
262,CBS News,Christine Blasey Ford nominated for prestigious Profile In Courage Award https://t.co/s0Gq4KnFjb https://t.co/AjZ4kAuZnj,Wed Jan 30 23:19:51 +0000 2019,0.7717,0.401,0.599,0.0
263,CBS News,"""Why don't you sit between those two big pigs?"": Video shows woman kicked off plane for fat-shaming passengers… https://t.co/oJlrtQX3LA",Wed Jan 30 23:00:02 +0000 2019,0.0,0.0,1.0,0.0
264,CBS News,Howard Schultz believes he can appeal to a growing number of Independents. Are there actually enough for him to win… https://t.co/qHQRDDBghS,Wed Jan 30 22:46:02 +0000 2019,0.25,0.143,0.857,0.0
265,CBS News,"CLOSING THE GAP: House Democrats introduce Paycheck Fairness Act, which could let women challenge gender pay inequi… https://t.co/uE7BdEG79x",Wed Jan 30 22:39:38 +0000 2019,-0.0258,0.07,0.856,0.075
266,CBS News,Washington Governor @GovInslee: “I am seriously considering a run” for president in 2020 https://t.co/aYIcGo5zvO https://t.co/AlEp2RZReS,Wed Jan 30 22:24:32 +0000 2019,-0.1779,0.0,0.884,0.116
267,CBS News,"A pedestrian stops to take a photo by the Chicago River, where it is currently colder than Mount Everest base camp,… https://t.co/i0dqksI5Tx",Wed Jan 30 22:19:36 +0000 2019,-0.1531,0.0,0.922,0.078
268,CBS News,"Would Pres. Trump accept less than $5.7 billion for the border wall? 

DHS Sec. Nielsen: “I think it’s a discussion… https://t.co/a4wIRxcdji",Wed Jan 30 22:08:41 +0000 2019,0.3818,0.12,0.88,0.0
269,CBS News,Man seen on video punching two women in Los Angeles turns himself in https://t.co/dTZMj40zea https://t.co/uPv6dsB1dE,Wed Jan 30 21:59:31 +0000 2019,0.0,0.0,1.0,0.0
270,CBS News,WATCH: It's so cold in Chicago today that they have to set the railroad tracks on fire to keep trains moving.… https://t.co/fLS5eWjEQ6,Wed Jan 30 21:40:05 +0000 2019,-0.34,0.0,0.897,0.103
271,CBS News,MIRACLE OF SONG: This 8-year-old girl with Down syndrome is usually non-verbal. But when a homeless man started sin… https://t.co/RlNHnrDxDD,Wed Jan 30 21:20:22 +0000 2019,0.6739,0.201,0.799,0.0
272,CBS News,Measles outbreak that has sickened dozens in Pacific Northwest is fueled by anti-vaccination movement… https://t.co/Oot78ifciZ,Wed Jan 30 21:00:02 +0000 2019,-0.5423,0.0,0.8,0.2
273,CBS News,Virginia bill would loosen restrictions on late-term abortions https://t.co/3YEZ82hXX1 https://t.co/QlvoXq1KoL,Wed Jan 30 20:40:00 +0000 2019,0.0,0.0,1.0,0.0
274,CBS News,RT @CBSThisMorning: Listen to @DanaJacobson full conversation with @CBSSports' @TonyRomo and Jim Nantz ahead of the #SuperBowl on the lates…,Wed Jan 30 20:18:20 +0000 2019,0.0,0.0,1.0,0.0
